"id","V1","V2","V3"
"1",53.6192905687581,-14.6806331234241,3.67848819003753
"2",55.4335958609063,-0.950203976004876,8.94504966236899
"3",53.6991830349323,-1.79976325466622,7.25371272634017
"4",53.2192300451464,-1.9577448818736,6.22559682554025
"5",53.2141748105829,-2.21981201351904,5.98796217845584
"6",53.6340755708432,-2.54619376188519,6.10471183937136
"7",54.4880614925266,-1.91989607040619,7.85890286498081
"8",54.8720934668966,-1.92829615658175,6.64711215947358
"9",54.9863383825151,-0.748585745598082,6.76572357536033
"10",56.5670470919128,-2.45228311301853,5.88981112385763
"11",56.993307704473,-3.09009399057272,5.06638762373665
"12",56.8539919366103,-2.55942722575793,5.29613783514906
"13",56.0547823625317,-2.1842505013944,6.40419258976603
"14",56.6687955031,-1.13274086818361,6.1653217963028
"15",55.8013559073971,-1.6666709367402,6.17984346028681
"16",56.3717490156004,-3.12948847580036,6.03843763540179
"17",56.2396161240322,-1.56734234852183,8.48201491349264
"18",56.8561097577234,-2.09690800283196,8.04053914940429
"19",56.3381793836851,-2.79743362038662,6.52656421467871
"20",55.3153874665645,-1.81803867949361,8.32165645159734
"21",57.5842480655135,-2.27082429384795,7.79422087816419
"22",59.0600062973415,-2.63831613130642,6.87017231847082
"23",58.4692291148963,-1.86679043685968,7.46234317798113
"24",58.0412693524777,-3.25031531197041,8.24087591450428
"25",57.3613999868457,-2.9229931481957,7.67202700516803
"26",57.6421957450156,-1.19517921792245,7.79785522823479
"27",58.8249471409936,-3.15345482553301,6.10590957975011
"28",58.4234630007231,-2.80076112353935,7.53274250442946
"29",57.6572088900945,-2.77162298112123,7.05498562823302
"30",57.9770454259604,-3.54463366478128,7.38008136565427
"31",58.1572129462131,-2.24518900310268,8.47861595759845
"32",57.3595011991815,-0.647822233163469,6.67461421829674
"33",52.912619209787,-1.92030895513721,9.7244974298672
"34",53.571940138995,-2.12965835089386,10.1728953965262
"35",52.8872483100349,-3.93828462172913,9.49687553280183
"36",52.8639727498412,-4.06650535099541,9.40222978982637
"37",53.0387102823415,-2.30776188559632,9.32512504771746
"38",53.0453085166266,-3.14813885109489,9.40986692518764
"39",52.7840833171582,-2.66376931060764,10.1712084265798
"40",53.8673202904752,-2.72131919495602,10.7768849431375
"41",53.6828514923019,-2.19560507770637,9.66366910475691
"42",53.5315737102756,-2.14438467946453,10.2743165891309
"43",55.2172920727362,-0.996656206036442,8.85335118592521
"44",54.2419915996988,-3.28173843821371,6.31216398089058
"45",53.4461258642777,-12.8718550745742,4.09232854577855
"46",52.4534150837727,-12.8127150792044,3.1943957497277
"47",51.3748704297854,-10.1158617984202,2.76216510937517
"48",50.5847547442676,-10.426346451454,3.32014075163969
"49",50.3654867293401,-10.7379692095983,3.23458393708276
"50",50.3295303430136,-9.64299147953475,2.4186466102189
"51",49.6430136301444,-9.05628991273737,1.85495000024076
"52",49.8564555367431,-9.57127999693808,2.17105165789677
"53",49.310076539286,-9.69203078566694,3.26147896531177
"54",48.4222694175947,-10.8574156742951,4.12599149297424
"55",48.3523799206641,-10.2955151979501,4.13758746058423
"56",48.7528408160441,-11.04976140484,4.96495905319156
"57",47.5851215197696,-10.1274387343278,5.36410041157515
"58",48.4205390593145,-10.928262330871,6.63583716920823
"59",47.2719206742618,-9.97597876918408,5.69669407554957
"60",48.3866186136729,-10.7825402992106,5.62572853763559
"61",48.932943016508,-9.54442697385066,5.42665538025897
"62",47.8253826973369,-10.6240326169851,6.3022573912285
"63",48.5834167845811,-10.7350453203417,3.33960349518068
"64",48.9352936325178,-10.6652359739029,3.47170899157502
"65",49.2307709769846,-10.5924702916335,4.33344242717973
"66",47.0466726949889,-10.0792377715036,2.90670537839524
"67",47.3254028729045,-10.4902503596934,3.27766732534728
"68",46.6822311902508,-11.0409402284657,4.43757981104417
"69",50.3011549659599,-11.7765924339983,5.70455534927471
"70",50.540577170441,-11.6470299849605,6.10755941416622
"71",50.7910592869245,-11.4149277454088,5.83635887415312
"72",50.0955377956752,-11.9222185264825,4.90740154233513
"73",50.7995973489242,-11.6324280363145,5.44615767711935
"74",47.689194610955,-11.8291753737974,4.32637495420823
"75",48.6637838755996,-11.9139024788993,3.58798564500648
"76",46.5174677243458,-11.9418746779559,5.0039481478101
"77",51.4681849715472,-11.7241662704429,2.60155062476467
